Year ,Month,State,County,Unemployment_Rate
2020,June,CA,Oakley city,0.146
2020,June,CA,Oak Park CDP,0.146
2020,June,CA,Oak View CDP,0.13
2020,June,CA,Occidental CDP,0
2020,June,CA,Oceano CDP,0.149
2020,June,CA,Oceanside city,0.149
2020,June,CA,Oildale CDP,0.245
2020,June,CA,Ojai city,0.099
2020,June,CA,Olancha CDP,0.175
2020,June,CA,Olivehurst CDP,0.186
2020,June,CA,Ontario city,0.137
2020,June,CA,Onyx CDP,0
2020,June,CA,Orange city,0.126
2020,June,CA,Orange Cove city,0.214
2020,June,CA,Orangevale CDP,0.098
2020,June,CA,Orcutt CDP,0.124
2020,June,CA,Orinda city,0.081
2020,June,CA,Orland city,0.132
2020,June,CA,Oroville city,0.127
2020,June,CA,Oroville East CDP,0.095
2020,June,CA,Oxnard city,0.127
2020,June,CA,Pacheco CDP,0.217
2020,June,CA,Pacifica city,0.115
2020,June,CA,Pacific Grove city,0.119
2020,June,CA,Pajaro CDP,0.444
2020,June,CA,Palermo CDP,0.225
2020,June,CA,Palmdale city,0.21
2020,June,CA,Palm Desert city,0.172
2020,June,CA,Palm Springs city,0.168
2020,June,CA,Palo Alto city,0.057
2020,June,CA,Palos Verdes Estates city,0.103
2020,June,CA,Paradise town,0.043
2020,June,CA,Paramount city,0.203
2020,June,CA,Parksdale CDP,0.143
2020,June,CA,Parkwood CDP,0.183
2020,June,CA,Parlier city,0.156
2020,June,CA,Pasadena city,0.162
2020,June,CA,Patterson city,0.139
2020,June,CA,Paxton CDP,0
2020,June,CA,Penn Valley CDP,0.201
2020,June,CA,Perris city,0.154
2020,June,CA,Petaluma city,0.109
2020,June,CA,Pico Rivera city,0.197
2020,June,CA,Piedmont city,0.082
2020,June,CA,Pine Mountain Club CDP,0.125
2020,June,CA,Pinole city,0.132
2020,June,CA,Piru CDP,0.19
2020,June,CA,Pismo Beach city,0.067
2020,June,CA,Pittsburg city,0.168
2020,June,CA,Pixley CDP,0.3
2020,June,CA,Placentia city,0.135
2020,June,CA,Placerville city,0.101
2020,June,CA,Planada CDP,0.193
2020,June,CA,Pleasant Hill city,0.117
2020,June,CA,Pleasanton city,0.097
2020,June,CA,Plumas Eureka CDP,0.168
2020,June,CA,Plymouth city,0.099
2020,June,CA,Point Arena city,0.1
2020,June,CA,Point Reyes Station CDP,0
2020,June,CA,Pollock Pines CDP,0.125
2020,June,CA,Pomona city,0.191
2020,June,CA,Poplar Cotton Center CDP,0.461
2020,June,CA,Port Costa CDP,0
2020,June,CA,Porterville city,0.196
2020,June,CA,Port Hueneme city,0.124
2020,June,CA,Portola city,0.04
2020,June,CA,Poway city,0.098
2020,June,CA,Prattville CDP,0
2020,June,CA,Prunedale CDP,0.161
2020,June,CA,Quartz Hill CDP,0.198
2020,June,CA,Quincy CDP,0.065
2020,June,CA,Raisin City CDP,0.156
2020,June,CA,Ramona CDP,0.12
2020,June,CA,Rancho Calaveras CDP,0.097
2020,June,CA,Rancho Cordova City,0.133
2020,June,CA,Rancho Cucamonga city,0.122
2020,June,CA,Rancho Mirage city,0.114
2020,June,CA,Rancho Murieta CDP,0.064
2020,June,CA,Rancho Palos Verdes city,0.132
2020,June,CA,Rancho Santa Margarita city,0.112
2020,June,CA,Rancho Tehama Reserve CDP,0.183
2020,June,CA,Randsburg CDP,0
2020,June,CA,Red Bluff city,0.13
2020,June,CA,Redding city,0.116
2020,June,CA,Redlands city,0.11
2020,June,CA,Redondo Beach city,0.152
2020,June,CA,Redway CDP,0.125
2020,June,CA,Redwood City city,0.081
2020,June,CA,Reedley city,0.179
2020,June,CA,Rialto city,0.149
2020,June,CA,Richgrove CDP,0.511
2020,June,CA,Richmond city,0.163
2020,June,CA,Ridgecrest city,0.074
2020,June,CA,Ridgemark CDP,0.083
2020,June,CA,Rio Dell city,0.157
2020,June,CA,Rio del Mar CDP,0.096
2020,June,CA,Rio Linda CDP,0.108
2020,June,CA,Rio Vista city,0.166
2020,June,CA,Ripon city,0.095
2020,June,CA,Riverbank city,0.121
2020,June,CA,Riverdale CDP,0.066
2020,June,CA,Riverside city,0.134
2020,June,CA,Rocklin city,0.109
2020,June,CA,Rodeo CDP,0.152
2020,June,CA,Rohnert Park city,0.131
2020,June,CA,Rolling Hills city,0.179
2020,June,CA,Rolling Hills Estates city,0.153
2020,June,CA,Rollingwood CDP,0.18
2020,June,CA,Romoland CDP,0.143
2020,June,CA,Rosamond CDP,0.205
2020,June,CA,Rosedale CDP,0.107
2020,June,CA,Rosemead city,0.274
2020,June,CA,Rosemont CDP,0.136
2020,June,CA,Roseville city,0.115
2020,June,CA,Rossmoor CDP,0.116
2020,June,CA,Round Valley CDP,0
2020,June,CA,Rowland Heights CDP,0.146
2020,June,CA,Running Springs CDP,0.184
2020,June,CA,Sacramento city,0.14
2020,June,CA,St. Helena city,0.061
2020,June,CA,Salida CDP,0.137
2020,June,CA,Salinas city,0.149
2020,June,CA,San Andreas CDP,0.048
2020,June,CA,San Anselmo town,0.137
2020,June,CA,San Antonio Heights CDP,0.037
2020,June,CA,San Ardo CDP,0.04
2020,June,CA,San Bernardino city,0.164
2020,June,CA,San Bruno city,0.131
2020,June,CA,San Buenaventura (Ventura) city,0.127
2020,June,CA,San Carlos city,0.075
2020,June,CA,San Clemente city,0.121
2020,June,CA,Sand City city,0.099
2020,June,CA,San Diego city,0.137
2020,June,CA,San Dimas city,0.163
2020,June,CA,San Fernando city,0.187
2020,June,CA,San Francisco city,0.125
2020,June,CA,San Gabriel city,0.23
2020,June,CA,Sanger city,0.154
2020,June,CA,San Jacinto city,0.163
2020,June,CA,San Joaquin city,0.225
2020,June,CA,San Jose city,0.124
2020,June,CA,San Juan Bautista city,0.08
2020,June,CA,San Juan Capistrano city,0.117
2020,June,CA,San Leandro city,0.169
2020,June,CA,San Lorenzo CDP,0.14
2020,June,CA,San Lucas CDP,0.242
2020,June,CA,San Luis Obispo city,0.121
2020,June,CA,San Marcos city,0.127
2020,June,CA,San Marino city,0.111
2020,June,CA,San Martin CDP,0.092
2020,June,CA,San Mateo city,0.095
2020,June,CA,San Miguel CDP,0.225
2020,June,CA,San Pablo city,0.169
2020,June,CA,San Rafael city,0.103
2020,June,CA,San Ramon city,0.108
2020,June,CA,Santa Ana city,0.137
2020,June,CA,Santa Barbara city,0.115
2020,June,CA,Santa Clara city,0.09
2020,June,CA,Santa Clarita city,0.186
2020,June,CA,Santa Cruz city,0.127
2020,June,CA,Santa Fe Springs city,0.124
2020,June,CA,Santa Maria city,0.12
2020,June,CA,Santa Monica city,0.169
2020,June,CA,Santa Paula city,0.129
2020,June,CA,Santa Rosa city,0.122
2020,June,CA,Santa Ynez CDP,0.123
2020,June,CA,Santee city,0.121
2020,June,CA,Saratoga city,0.068
2020,June,CA,Sausalito city,0.102
2020,June,CA,Scotts Valley city,0.078
2020,June,CA,Seal Beach city,0.125
2020,June,CA,Searles Valley CDP,0.237
2020,June,CA,Seaside city,0.177
2020,June,CA,Sebastopol city,0.191
2020,June,CA,Selma city,0.11
2020,June,CA,Shafter city,0.236
2020,June,CA,Shandon CDP,0.132
2020,June,CA,Shasta Lake city,0.136
2020,June,CA,Shaver Lake CDP,0.019
2020,June,CA,Shingle Springs CDP,0.033
2020,June,CA,Shingletown CDP,0.148
2020,June,CA,Shoshone CDP,0
2020,June,CA,Sierra Madre city,0.197
2020,June,CA,Signal Hill city,0.184
2020,June,CA,Simi Valley city,0.132
2020,June,CA,Solana Beach city,0.078
2020,June,CA,Soledad city,0.147
2020,June,CA,Solvang city,0.069
2020,June,CA,Sonoma city,0.095
2020,June,CA,Sonora city,0.139
2020,June,CA,Soquel CDP,0.105
2020,June,CA,Soulsbyville CDP,0.134
2020,June,CA,South Dos Palos CDP,0.297
2020,June,CA,South El Monte city,0.191
2020,June,CA,South Gate city,0.2
2020,June,CA,South Lake Tahoe city,0.143
2020,June,CA,South Oroville CDP,0.117
2020,June,CA,South Pasadena city,0.158
2020,June,CA,South San Francisco city,0.144
2020,June,CA,South San Gabriel CDP,0.207
2020,June,CA,South San Jose Hills CDP,0.257
2020,June,CA,South Taft CDP,0.358
2020,June,CA,South Whittier CDP,0.17
2020,June,CA,Spreckels CDP,0
2020,June,CA,Spring Garden CDP,0
2020,June,CA,Spring Valley CDP,0.187
2020,June,CA,Springville CDP,0.088
2020,June,CA,Squaw Valley CDP,0.122
2020,June,CA,Squirrel Mountain Valley CDP,0.376
2020,June,CA,Stallion Springs CDP,0.268
2020,June,CA,Stanton city,0.165
2020,June,CA,Stockton city,0.173
2020,June,CA,Stratford CDP,0.185
2020,June,CA,Strathmore CDP,0.315
2020,June,CA,Suisun City city,0.14
2020,June,CA,Summerland CDP,0.117
2020,June,CA,Sunnyside Tahoe City CDP,0.166
2020,June,CA,Sunnyvale city,0.077
2020,June,CA,Sunol CDP,0.13
2020,June,CA,Susanville city,0.091
2020,June,CA,Sutter CDP,0.114
2020,June,CA,Sutter Creek city,0.068
2020,June,CA,Taft city,0.115
2020,June,CA,Taft Heights CDP,0.165
2020,June,CA,Taft Mosswood CDP,0.168
2020,June,CA,Tahoe Vista CDP,0.024
2020,June,CA,Tamalpais Homestead Valley CDP,0.127
2020,June,CA,Tara Hills CDP,0.139
2020,June,CA,Taylorsville CDP,0.653
2020,June,CA,Tecopa CDP,0.614
2020,June,CA,Tehachapi city,0.12
2020,June,CA,Tehama city,0.119
2020,June,CA,Temecula city,0.14
2020,June,CA,Temple City city,0.216
2020,June,CA,Templeton CDP,0.056
2020,June,CA,Terra Bella CDP,0.38
2020,June,CA,Thermalito CDP,0.189
2020,June,CA,Thousand Oaks city,0.123
2020,June,CA,Thousand Palms CDP,0.105
2020,June,CA,Three Rivers CDP,0.107
2020,June,CA,Tipton CDP,0.29
2020,June,CA,Tobin CDP,0
2020,June,CA,Tomales CDP,0
2020,June,CA,Toro Canyon CDP,0.041
2020,June,CA,Torrance city,0.165
2020,June,CA,Tracy city,0.157
2020,June,CA,Tranquillity CDP,0
2020,June,CA,Traver CDP,0.093
2020,June,CA,Trinidad city,0.078
2020,June,CA,Truckee town,0.1
2020,June,CA,Tulare city,0.146
2020,June,CA,Tuolumne City CDP,0
2020,June,CA,Tupman CDP,0.352
2020,June,CA,Turlock city,0.13
2020,June,CA,Tustin city,0.127
2020,June,CA,Twain CDP,0
2020,June,CA,Twain Harte CDP,0.101
2020,June,CA,Twentynine Palms city,0.123
2020,June,CA,Twin Lakes CDP,0.107
2020,June,CA,Ukiah city,0.153
2020,June,CA,Union City city,0.134
2020,June,CA,Upland city,0.134
2020,June,CA,Upper Lake CDP,0.145
2020,June,CA,Vacaville city,0.12
2020,June,CA,Valinda CDP,0.204
2020,June,CA,Vallejo city,0.16
2020,June,CA,Valle Vista CDP,0.158
2020,June,CA,Valley Acres CDP,0.349
2020,June,CA,Valley Center CDP,0.117
2020,June,CA,Valley Ranch CDP,0
2020,June,CA,Valley Springs CDP,0.074
2020,June,CA,Val Verde CDP,0.304
2020,June,CA,Vandenberg AFB CDP,0.138
2020,June,CA,Vandenberg Village CDP,0.088
2020,June,CA,Vernon city,0.114
2020,June,CA,Victorville city,0.165
2020,June,CA,View Park Windsor Hills CDP,0.312
2020,June,CA,Villa Park city,0.147
2020,June,CA,Vine Hill CDP,0.08
2020,June,CA,Vineyard CDP,0.116
2020,June,CA,Visalia city,0.145
2020,June,CA,Vista city,0.147
2020,June,CA,Walnut city,0.164
2020,June,CA,Walnut Creek city,0.105
2020,June,CA,Walnut Grove CDP,0.253
2020,June,CA,Walnut Park CDP,0.202
2020,June,CA,Wasco city,0.208
2020,June,CA,Waterford city,0.186
2020,June,CA,Watsonville city,0.149
2020,June,CA,Weaverville CDP,0.124
2020,June,CA,Weed city,0.155
2020,June,CA,Weedpatch CDP,0.189
2020,June,CA,Weldon CDP,0.234
2020,June,CA,West Athens CDP,0.249
2020,June,CA,West Bishop CDP,0.076
2020,June,CA,West Carson CDP,0.167
2020,June,CA,West Covina city,0.202
2020,June,CA,West Hollywood city,0.22
2020,June,CA,Westlake Village city,0.112
2020,June,CA,West Menlo Park CDP,0.135
2020,June,CA,Westminster city,0.189
2020,June,CA,West Modesto CDP,0.327
2020,June,CA,Westmont CDP,0.262
2020,June,CA,Westmorland city,0.241
2020,June,CA,West Point CDP,0
2020,June,CA,West Puente Valley CDP,0.274
2020,June,CA,West Sacramento city,0.128
2020,June,CA,West Whittier Los Nietos CDP,0.138
2020,June,CA,Westwood CDP,0.029
2020,June,CA,Wheatland city,0.157
2020,June,CA,Whitehawk CDP,0
2020,June,CA,Whittier city,0.185
2020,June,CA,Wildomar city,0.136
2020,June,CA,Wilkerson CDP,0.127
2020,June,CA,Williams city,0.123
2020,June,CA,Willits city,0.09
2020,June,CA,Willowbrook CDP,0.268
2020,June,CA,Willow Creek CDP,0
2020,June,CA,Willows city,0.153
2020,June,CA,Wilton CDP,0.076
2020,June,CA,Winchester CDP,0.167
2020,June,CA,Windsor town,0.109
2020,June,CA,Winters city,0.111
2020,June,CA,Winton CDP,0.249
2020,June,CA,Wofford Heights CDP,0.177
2020,June,CA,Woodcrest CDP,0.079
2020,June,CA,Woodlake city,0.154
2020,June,CA,Woodland city,0.112
2020,June,CA,Woodville CDP,0.239
2020,June,CA,Wrightwood CDP,0.1
2020,June,CA,Yorba Linda city,0.112
2020,June,CA,Yosemite Lakes CDP,0.14
2020,June,CA,Yosemite Valley CDP,0.065
2020,June,CA,Yountville town,0.15
2020,June,CA,Yreka city,0.131
2020,June,CA,Yuba City city,0.156
2020,June,CA,Yucaipa city,0.117
2020,June,CA,Yucca Valley town,0.184
2020,July,CA,Alameda County,0.12
2020,July,CA,Alpine County,0.141
2020,July,CA,Amador County,0.119
2020,July,CA,Butte County,0.111
2020,July,CA,Calaveras County,0.096
2020,July,CA,Colusa County,0.153
2020,July,CA,Contra Costa County,0.12
2020,July,CA,Del Norte County,0.113
2020,July,CA,El Dorado County,0.103
2020,July,CA,Fresno County,0.135
2020,July,CA,Glenn County,0.108
2020,July,CA,Humboldt County,0.102
2020,July,CA,Imperial County,0.268
2020,July,CA,Inyo County,0.094
2020,July,CA,Kern County,0.165
2020,July,CA,Kings County,0.131
2020,July,CA,Lake County,0.116
2020,July,CA,Lassen County,0.086
2020,July,CA,Los Angeles County,0.182
2020,July,CA,Los Angeles County,0.175
2020,July,CA,Madera County,0.13
2020,July,CA,Marin County,0.088
2020,July,CA,Mariposa County,0.108
2020,July,CA,Mendocino County,0.109
2020,July,CA,Merced County,0.145
2020,July,CA,Modoc County,0.088
2020,July,CA,Mono County,0.166
2020,July,CA,Monterey County,0.121
2020,July,CA,Napa County,0.104
2020,July,CA,Nevada County,0.106
2020,July,CA,Orange County,0.123
2020,July,CA,Placer County,0.098
2020,July,CA,Plumas County,0.114
2020,July,CA,Riverside County,0.137
2020,July,CA,Sacramento County,0.125
2020,July,CA,San Benito County,0.119
2020,July,CA,San Bernardino County,0.131
2020,July,CA,San Diego County,0.123
2020,July,CA,San Francisco County,0.109
2020,July,CA,San Joaquin County,0.148
2020,July,CA,San Luis Obispo County,0.099
2020,July,CA,San Mateo County,0.092
2020,July,CA,Santa Barbara County,0.1
2020,July,CA,Santa Clara County,0.093
2020,July,CA,Santa Cruz County,0.112
2020,July,CA,Shasta County,0.105
2020,July,CA,Sierra County,0.093
2020,July,CA,Siskiyou County,0.112
2020,July,CA,Solano County,0.124
2020,July,CA,Sonoma County,0.098
2020,July,CA,Stanislaus County,0.136
2020,July,CA,Sutter County,0.135
2020,July,CA,Tehama County,0.11
2020,July,CA,Trinity County,0.086
2020,July,CA,Tulare County,0.162
2020,July,CA,Tuolumne County,0.126
2020,July,CA,Ventura County,0.113
2020,July,CA,Yolo County,0.095
2020,July,CA,Yuba County,0.135
2020,July,CA,Anaheim-Santa Ana-Irvine MD,0.123
2020,July,CA,Bakersfield MSA,0.165
2020,July,CA,Chico MSA,0.111
2020,July,CA,El Centro MSA,0.268
2020,July,CA,Fresno MSA,0.135
2020,July,CA,Hanford-Corcoran MSA,0.131
2020,July,CA,Los Angeles-Long Beach-Glendale MD,0.182
2020,July,CA,Los Angeles-Long Beach-Glendale MD,0.175
2020,July,CA,Madera MSA,0.13
2020,July,CA,Merced MSA,0.145
2020,July,CA,Modesto MSA,0.136
2020,July,CA,Napa MSA,0.104
2020,July,CA,Oakland-Hayward-Berkeley MD,0.12
2020,July,CA,Oxnard-Thousand Oaks-Ventura MSA,0.113
2020,July,CA,Redding MSA,0.105
2020,July,CA,Riverside-San Bernardino-Ontario MSA,0.134
2020,July,CA,Sacramento--Roseville--Arden-Arcade MSA,0.115
2020,July,CA,Salinas MSA,0.121
2020,July,CA,San Diego-Carlsbad MSA,0.123
2020,July,CA,San Francisco-Redwood City-South San Francisco MD,0.102
2020,July,CA,San Jose-Sunnyvale-Santa Clara MSA,0.094
2020,July,CA,San Luis Obispo-Paso Robles-Arroyo Grande MSA,0.099
2020,July,CA,San Rafael MD,0.088
2020,July,CA,Santa Cruz-Watsonville MSA,0.112
2020,July,CA,Santa Maria-Santa Barbara MSA,0.1
2020,July,CA,Santa Rosa MSA,0.098
2020,July,CA,Stockton-Lodi MSA,0.148
2020,July,CA,Vallejo-Fairfield MSA,0.124
2020,July,CA,Visalia-Porterville MSA,0.162
2020,July,CA,Yuba City MSA,0.135
2020,July,CA,Acton CDP,0.141
2020,July,CA,Adelanto city,0.206
2020,July,CA,Agoura Hills city,0.148
2020,July,CA,Alameda city,0.119
2020,July,CA,Alamo CDP,0.072
2020,July,CA,Albany city,0.102
2020,July,CA,Alhambra city,0.199
2020,July,CA,Aliso Viejo city,0.101
2020,July,CA,Alondra Park CDP,0.24
2020,July,CA,Alpaugh CDP,0.329
2020,July,CA,Alpine Village CDP,0
2020,July,CA,Altadena CDP,0.14
2020,July,CA,Alta Sierra CDP,0.056
2020,July,CA,Alturas city,0.1
2020,July,CA,Amador City city,0.149
2020,July,CA,American Canyon city,0.134
2020,July,CA,Anaheim city,0.15
2020,July,CA,Anderson city,0.097
2020,July,CA,Angels City city,0.003
2020,July,CA,Angwin CDP,0.096
2020,July,CA,Antioch city,0.158
2020,July,CA,Apple Valley town,0.126
2020,July,CA,Aptos CDP,0.04
2020,July,CA,Aptos Hills Larkin Valley CDP,0.172
2020,July,CA,Arbuckle CDP,0.194
2020,July,CA,Arcadia city,0.15
2020,July,CA,Arcata city,0.152
2020,July,CA,Arden Arcade CDP,0.158
2020,July,CA,Armona CDP,0.168
2020,July,CA,Arnold CDP,0.122
2020,July,CA,Aromas CDP (Monterey Co),0.091
2020,July,CA,Arroyo Grande city,0.087
2020,July,CA,Artesia city,0.152
2020,July,CA,Arvin city,0.157
2020,July,CA,Ashland CDP,0.181
2020,July,CA,Atascadero city,0.093
2020,July,CA,Atherton town,0.101
2020,July,CA,Atwater city,0.151
2020,July,CA,Auberry CDP,0.083
2020,July,CA,Auburn city,0.106
2020,July,CA,August CDP,0.267
2020,July,CA,Avalon city,0.019
2020,July,CA,Avenal city,0.201
2020,July,CA,Avery CDP,0.195
2020,July,CA,Avocado Heights CDP,0.217
2020,July,CA,Azusa city,0.16
2020,July,CA,Bakersfield city,0.162
2020,July,CA,Baldwin Park city,0.191
2020,July,CA,Banning city,0.161
2020,July,CA,Barstow city,0.172
2020,July,CA,Bay Point CDP,0.199
2020,July,CA,Beale AFB CDP,0.188
2020,July,CA,Bear Valley CDP,0
2020,July,CA,Bear Valley Springs CDP,0.087
2020,July,CA,Beaumont city,0.123
2020,July,CA,Beckwourth CDP,0
2020,July,CA,Belden CDP,0
2020,July,CA,Bell city,0.183
2020,July,CA,Bellflower city,0.201
2020,July,CA,Bell Gardens city,0.176
2020,July,CA,Belmont city,0.07
2020,July,CA,Benicia city,0.1
2020,July,CA,Ben Lomond CDP,0.053
2020,July,CA,Berkeley city,0.091
2020,July,CA,Bermuda Dunes CDP,0.123
2020,July,CA,Bertsch Oceanview CDP,0.262
2020,July,CA,Bethel Island CDP,0.092
2020,July,CA,Beverly Hills city,0.147
2020,July,CA,Big Bear City CDP,0.081
2020,July,CA,Big Bear Lake city,0.052
2020,July,CA,Biggs city,0.066
2020,July,CA,Big Pine CDP,0.122
2020,July,CA,Big River CDP,0.194
2020,July,CA,Biola CDP,0.35
2020,July,CA,Bishop city,0.081
2020,July,CA,Bloomington CDP,0.144
2020,July,CA,Blue Lake city,0.102
2020,July,CA,Bluewater CDP,0.206
2020,July,CA,Blythe city,0.142
2020,July,CA,Bodega Bay CDP,0.07
2020,July,CA,Bodfish CDP,0.177
2020,July,CA,Bonadelle Ranchos Madera Ranchos CDP,0.092
2020,July,CA,Bonita CDP,0.18
2020,July,CA,Bootjack CDP,0.158
2020,July,CA,Boron CDP,0.11
2020,July,CA,Boronda CDP,0.492
2020,July,CA,Bostonia CDP,0.218
2020,July,CA,Boulder Creek CDP,0.136
2020,July,CA,Boyes Hot Springs CDP,0.065
2020,July,CA,Bradbury city,0.062
2020,July,CA,Bradley CDP,0
2020,July,CA,Brawley city,0.211
2020,July,CA,Brea city,0.124
2020,July,CA,Brentwood city,0.119
2020,July,CA,Bret Harte CDP,0.258
2020,July,CA,Brisbane city,0.096
2020,July,CA,Broadmoor CDP,0.173
2020,July,CA,Bucks Lake CDP,0
2020,July,CA,Buellton city,0.043
2020,July,CA,Buena Park city,0.154
2020,July,CA,Burbank city,0.209
2020,July,CA,Burlingame city,0.078
2020,July,CA,Burney CDP,0.11
2020,July,CA,Buttonwillow CDP,0.172
2020,July,CA,Byron CDP,0.211
2020,July,CA,Bystrom CDP,0.143
2020,July,CA,Cabazon CDP,0.116
2020,July,CA,Calabasas city,0.118
2020,July,CA,Calexico city,0.387
2020,July,CA,California City city,0.303
2020,July,CA,Calimesa city,0.136
2020,July,CA,Calipatria city,0.327
2020,July,CA,Calistoga city,0.136
2020,July,CA,Calwa CDP,0.234
2020,July,CA,Camarillo city,0.102
2020,July,CA,Cambria CDP,0.126
2020,July,CA,Cameron Park CDP,0.095
2020,July,CA,Campbell city,0.083
2020,July,CA,Cantua Creek CDP,0.127
2020,July,CA,Canyondam CDP,0.762
2020,July,CA,Canyon Lake city,0.072
2020,July,CA,Capitola city,0.034
2020,July,CA,Carlsbad city,0.11
2020,July,CA,Carmel by the Sea city,0.004
2020,July,CA,Carmel Valley Village CDP,0.177
2020,July,CA,Carmichael CDP,0.124
2020,July,CA,Carpinteria city,0.084
2020,July,CA,Carson city,0.185
2020,July,CA,Cartago CDP,0
2020,July,CA,Caruthers CDP,0.131
2020,July,CA,Casa Conejo CDP,0.172
2020,July,CA,Casa de Oro Mount Helix CDP,0.117
2020,July,CA,Castro Valley CDP,0.11
2020,July,CA,Castroville CDP,0.215
2020,July,CA,Cathedral City city,0.165
2020,July,CA,Cayucos CDP,0.097
2020,July,CA,Ceres city,0.143
2020,July,CA,Cerritos city,0.156
2020,July,CA,Challenge Brownsville CDP,0
2020,July,CA,Channel Islands Beach CDP,0.277
2020,July,CA,Charter Oak CDP,0.213
2020,July,CA,Cherryland CDP,0.202
2020,July,CA,Cherry Valley CDP,0.086
2020,July,CA,Chester CDP,0.095
2020,July,CA,Chico city,0.114
2020,July,CA,Chilcoot Vinton CDP,1
2020,July,CA,China Lake Acres CDP,0.142
2020,July,CA,Chinese Camp CDP,0
2020,July,CA,Chino city,0.13
2020,July,CA,Chino Hills city,0.108
2020,July,CA,Chowchilla city,0.116
2020,July,CA,Chualar CDP,0.133
2020,July,CA,Chula Vista city,0.14
2020,July,CA,Citrus CDP,0.132
2020,July,CA,Citrus Heights city,0.118
2020,July,CA,Claremont city,0.13
2020,July,CA,Clayton city,0.058
2020,July,CA,Clearlake city,0.209
2020,July,CA,Clearlake Oaks CDP,0.16
2020,July,CA,Clio CDP,0
2020,July,CA,Cloverdale city,0.056
2020,July,CA,Clovis city,0.115
2020,July,CA,Clyde CDP,0.09
2020,July,CA,Coachella city,0.19
2020,July,CA,Coalinga city,0.142
2020,July,CA,Cobb CDP,0.08
2020,July,CA,Colfax city,0.145
2020,July,CA,Colton city,0.136
2020,July,CA,Columbia CDP,0.262
2020,July,CA,Colusa city,0.128
2020,July,CA,Commerce city,0.212
2020,July,CA,Compton city,0.216
2020,July,CA,Concord city,0.118
2020,July,CA,Concow CDP,0.223
2020,July,CA,Copperopolis CDP,0.103
2020,July,CA,Corcoran city,0.207
2020,July,CA,Corning city,0.127
2020,July,CA,Corona city,0.118
2020,July,CA,Coronado city,0.091
2020,July,CA,Corralitos CDP,0.1
2020,July,CA,Corte Madera town,0.111
2020,July,CA,Costa Mesa city,0.111
2020,July,CA,Cotati city,0.103
2020,July,CA,Coto de Caza CDP,0.118
2020,July,CA,Cottonwood CDP,0.101
2020,July,CA,Country Club CDP,0.234
2020,July,CA,Covelo CDP,0.133
2020,July,CA,Covina city,0.187
2020,July,CA,Crescent City city,0.094
2020,July,CA,Crescent Mills CDP,0
2020,July,CA,Crestline CDP,0.084
2020,July,CA,C Road CDP,0.161
2020,July,CA,Crockett CDP,0.167
2020,July,CA,Cromberg CDP,0
2020,July,CA,Cudahy city,0.168
2020,July,CA,Culver City city,0.155
2020,July,CA,Cupertino city,0.064
2020,July,CA,Cutler CDP,0.172
2020,July,CA,Cypress city,0.133
2020,July,CA,Daly City city,0.139
2020,July,CA,Dana Point city,0.107
2020,July,CA,Danville town,0.085
2020,July,CA,Darwin CDP,0
2020,July,CA,Davis city,0.075
2020,July,CA,Day Valley CDP,0.106
2020,July,CA,Deer Park CDP,0.166
2020,July,CA,Del Aire CDP,0.15
2020,July,CA,Delano city,0.254
2020,July,CA,Delhi CDP,0.138
2020,July,CA,Delleker CDP,0
2020,July,CA,Del Mar city,0.091
2020,July,CA,Del Monte Forest CDP,0.139
2020,July,CA,Del Rey CDP,0.169
2020,July,CA,Del Rey Oaks city,0.131
2020,July,CA,Denair CDP,0.127
2020,July,CA,Derby Acres CDP,0.029
2020,July,CA,Desert Hot Springs city,0.213
2020,July,CA,Desert View Highlands CDP,0.267
2020,July,CA,Diablo CDP,0
2020,July,CA,Diamond Bar city,0.158
2020,July,CA,Diamond Springs CDP,0.131
2020,July,CA,Dinuba city,0.214
2020,July,CA,Discovery Bay CDP,0.111
2020,July,CA,Dixon city,0.124
2020,July,CA,Dixon Lane Meadow Creek CDP,0.104
2020,July,CA,Dollar Point CDP,0.067
2020,July,CA,Dorrington CDP,0.122
2020,July,CA,Dos Palos city,0.111
2020,July,CA,Downey city,0.178
2020,July,CA,Duarte city,0.213
2020,July,CA,Dublin city,0.093
2020,July,CA,Ducor CDP,0.152
2020,July,CA,Dunsmuir city,0.071
2020,July,CA,Durham CDP,0.053
2020,July,CA,Dustin Acres CDP,0.078
2020,July,CA,Earlimart CDP,0.237
2020,July,CA,East Foothills CDP,0.058
2020,July,CA,East Hemet CDP,0.203
2020,July,CA,East Los Angeles CDP,0.274
2020,July,CA,East Oakdale CDP,0.117
2020,July,CA,Easton CDP,0.142
2020,July,CA,East Orosi CDP,0.427
2020,July,CA,East Palo Alto city,0.108
2020,July,CA,East Pasadena CDP,0.081
2020,July,CA,East Porterville CDP,0.342
2020,July,CA,East Quincy CDP,0.016
2020,July,CA,East Richmond Heights CDP,0.057
2020,July,CA,East San Gabriel CDP,0.076
2020,July,CA,East Shore CDP,0.772
2020,July,CA,East Sonora CDP,0
2020,July,CA,Eastvale City city,0.125
2020,July,CA,Edwards AFB CDP,0.187
2020,July,CA,El Cajon city,0.164
2020,July,CA,El Centro city,0.239
2020,July,CA,El Cerrito city,0.116
2020,July,CA,El Cerrito CDP,0.087
2020,July,CA,El Dorado Hills CDP,0.083
2020,July,CA,El Granada CDP,0.087
2020,July,CA,Elk Grove CDP,0.115
2020,July,CA,Elkhorn CDP,0.179
